date,volume,turnover,open,high,low,close,change,transaction
2021-08-02,4122.769,3826838780,924.0,934.0,920.0,934.0,24.0,5452
2021-08-03,3168.619,2972009646,948.0,948.0,930.0,938.0,4.0,3738
2021-08-04,6227.344,5907071537,948.0,953.0,941.0,950.0,12.0,8307
2021-08-05,7656.801,7345324298,960.0,964.0,952.0,961.0,11.0,8722
2021-08-06,3869.98,3640698712,956.0,957.0,935.0,936.0,-25.0,6801
2021-08-09,4439.039,4087240470,928.0,928.0,911.0,921.0,-15.0,5807
2021-08-10,2513.902,2320569397,930.0,930.0,916.0,922.0,1.0,3144
2021-08-11,4585.315,4175799220,913.0,916.0,906.0,910.0,-12.0,6948
2021-08-12,4309.333,3919105870,923.0,923.0,901.0,904.0,-6.0,6828
2021-08-13,5316.64,4834227125,909.0,916.0,901.0,910.0,6.0,4922
2021-08-16,3748.871,3400104149,910.0,918.0,900.0,901.0,-9.0,5421
2021-08-17,5619.978,4996772917,903.0,905.0,880.0,880.0,-21.0,14819
2021-08-18,6112.567,5442899929,870.0,912.0,865.0,912.0,32.0,9482
2021-08-19,5605.024,5009046115,908.0,914.0,882.0,888.0,-24.0,9574
2021-08-20,5568.161,4914351650,899.0,904.0,870.0,873.0,-15.0,9040
2021-08-23,5355.55,4834290895,882.0,915.0,882.0,911.0,38.0,7145
2021-08-24,3669.517,3336483251,920.0,920.0,903.0,909.0,-2.0,3725
2021-08-25,4529.009,4118558224,915.0,915.0,900.0,911.0,2.0,3740
2021-08-26,9982.776,8837978854,906.0,907.0,870.0,888.0,-23.0,20930
2021-08-27,5541.636,4931572441,873.0,896.0,873.0,896.0,8.0,6152
2021-08-30,4321.735,3915780618,902.0,912.0,898.0,912.0,16.0,5396
2021-08-31,7759.596,6953519849,917.0,917.0,885.0,901.0,-11.0,8621
