date,volume,turnover,open,high,low,close,change,transaction
2022-05-03,18966.881,2435628100,130.0,130.5,127.0,127.5,-3.5,9484
2022-05-04,18093.845,2248833749,126.5,126.5,123.5,124.0,-3.5,14024
2022-05-05,13508.135,1691571251,125.0,126.0,124.5,125.0,1.0,5181
2022-05-06,15952.952,2014950561,124.0,127.5,123.5,126.5,1.5,11198
2022-05-09,10443.415,1306257515,126.0,126.5,124.0,125.0,-1.5,4630
2022-05-10,12340.425,1542294145,125.0,125.5,124.0,124.5,-0.5,4613
2022-05-11,8456.698,1056448713,124.5,126.0,124.0,125.0,0.5,3391
2022-05-12,8405.603,1044669031,125.0,125.5,124.0,124.0,-1.0,4580
2022-05-13,7893.307,982254080,124.5,125.5,123.5,124.0,0.0,3244
2022-05-16,7793.767,969312428,125.0,125.5,124.0,124.0,0.0,4365
2022-05-17,7473.13,927133628,124.5,124.5,123.5,123.5,-0.5,3591
2022-05-18,13561.397,1684846148,124.0,125.5,123.5,125.0,1.5,6678
2022-05-19,9032.928,1123855317,125.0,125.0,123.5,124.5,-0.5,3961
2022-05-20,6157.447,765534635,124.5,124.5,124.0,124.5,0.0,3317
2022-05-23,8794.677,1092165911,125.0,125.0,123.5,123.5,-1.0,3510
2022-05-24,8922.711,1108084593,124.0,124.5,123.5,124.0,0.5,3159
2022-05-25,11832.771,1475028767,124.0,125.5,124.0,125.0,1.0,5135
2022-05-26,15258.715,1931060307,125.0,128.0,124.5,127.5,2.5,5685
2022-05-27,12691.797,1596023172,127.5,128.0,124.5,125.5,-2.0,6414
2022-05-30,11933.527,1501444734,126.0,127.0,125.0,127.0,1.5,5997
2022-05-31,23958.885,3024714171,126.5,127.0,125.0,127.0,0.0,5431
